comment_id,text,issue_id,author_id
118943,"Normally, Lead type ""c3_credit"" has 4 main e-payment status. (Ideally, it should be like to logic below)
 * Incomplete: First status since the customer submit the form (Sales will not be able to get (to Telesales system) Lead type = c3_credit & e-payment status = incomplete)
 * Complete: When customer successfully paid via online payment (Sales will not be able to get (to Telesales system) Lead type = c3_credit & e-payment status = complete)
 * Failed: When customer fail to pay via online payment (Sales will be able to get (to Telesales system) Lead type = c3_credit & e-payment status = Failed)
 * Timeout: When customer does not finish the payment within 10 minutes, the status will be changed from ""incomplete"" to ""timeout"" by the system(Sales will be able to get (to Telesales system) Lead type = c3_credit & e-payment status=timeout)

However, some of the leads (c3_credit with incomplete status) do not changed from ""incomplete"" to ""timeout"" after 10 minutes.

Problem: Sales team cannot make a call to the leads that the status are not changed.



Here is the list of leads that has an error: [Incomplete Leads Performance|https://docs.google.com/spreadsheets/d/14mtyUnrkp_Jxm-Kr8KqoC_h7yxStqYjd2FoHfszy_GA/edit?pli=1#gid=381675780]",679337,1
119110,"Went through Minerva, Marol and e-payment applications. Didn't find any code, especially background jobs (crons) that would handle functionality of changing statuses. Found schedulers in e-payment java service and started to investigate it, it also has requests to Marol. But figured out that requests are for changing Ibanking status. Still need to look for this functionality

[~Yann] can you please help, do you know where approximately could be placed that functionality of changing statuses of ContactC3? Maybe you have information that can speed up the process",679337,1
119167,"[~Yann] FYI. A few updates.

Found the rake task and cron that's in charge of changing status functionality. It's in Marol, lib/tasks/update_status_c3.rake and in config/schedule.rb line 11.
 Explored the logic behind them and one of the clauses which's being considered to take leads is their priorities. It takes contactc3 with priority from 0 to 2, but the contactc3s from the linked doc have priorities equal to 3. Also i found that in database all contactc3s which haven't been given timeout status they all have priority equal to 3. Maybe we can solve that making priority 3 one of those under which contacts3 are being chosen problem for timeout status. Also we need to make sure that i found relevant crontabs which in my opinion are most likely correct. For that purpose let me change the priority of some of those contactc3s from the doc i see if they appeared in Sales system. Please let me know when you'll be able to look at the sales system, then i'll change priority of the some contacts",679337,1
119182,"[~azat17] Please note that this issue occurs only a few percent. Most of the contacts status were changed correctly.

From your update, I wonder why *""contactc3s from the linked doc have priorities equal to 3""* ? What make it different from the rest of contacts?",679337,1
119217,"Had a call with Saran. Regarding this task as i mentioned before the problem of updating statuses occurs because some Contactc3s have priority equal to 3. Found that js landing ([https://git.edumall.io/edumalltl/etl-epayment-gate]) sends a request to change priority to 3 when Omise returns failure response when a user does payments. I consider that some percent of contactc3 had an error returned from Omise. It can happen when the submitted data is incorrect or outdated (card number, cvv, expiration date) or when there isn't enough money on the card

!image-2020-06-11-20-26-55-287.png!",679337,1
119309,"Thank you [~azat17].

According to your information, I believe the objective of this ticket should be ""Make sure all the priority and e-payment status was changed correctly""

(as I've shared you the definition of each priority and e-payment status. Please feel free to ask if there is any unclear information.).



Note that e-payment status and priority impact directly on ""Telesales system"", so please make sure we have test cases for ""Telesales system"" before we deploy this ticket.



",679337,1
119322,"[~saran] sure, okay",679337,1
119436,[~saran] Actually it was a research ticket. I spent the time investigating how does the system change statuses to timeout and found the reason why some leads have their statuses not changed to timeout due to priority being equal to 3. There is nothing to deploy here,679337,1
119449,"[~azat17] Could you give me a bit more detail?
 * Is there any change?
 * What does the research ticket mean?
 * Why do we have c3_credit with incomplete status?",679337,1
119475,"[~saran]

1) Regarding this ticket - no. There was only research of that functionality, cause no one knew how it works.

2) It was being done because no-one including Yann knew how this functionality could work and what makes that statues change to timeout. We had an assumption that some background crontab job is doing it and eventually as a result of the research we were right.

3) As i explored the codebase i've found if a user gets unsuccessful response from Omise after filling their credit card's credentials and submitting the form, his priority will have 3 as an assigned value.
 
 ",679337,1
119480,"[~azat17] From your third answer (3), if the customer got 3 as their priority, why does it changed to failed?",679337,1
119489,[~saran] You mean why despite having priority equal to 3 it doesn't change status to failed ? Correct me please if i'm wrong,679337,1
119496,[~azat17] Correct.,679337,1
119504,[~saran] let me research it,679337,1
118734,Invalid email or password.,679344,1
118735,!99_1.png|thumbnail!,679344,1
118736,I can successfully login/logout using my account.,679344,1
118762,[~azat17] can you please take a look from an SSO side.,679344,1
118795,I can reproduce this issue using prod db in local env.,679344,1
118835,"Issue related to quote items of this particular user. Since this user complains via phone that he can't login to his account on production, we can clean his quote manually through database as a quick solution.
{code:java}
DELETE FROM `quote` WHERE `customer_id`=16256;{code}
[~khalezin.d]",679344,1
118842,"[~denis.petrov] [~kirill]


{code:java}
MySQL [ecommerce_tl]> explain DELETE FROM `quote` WHERE `customer_id`=16256;
+----+-----+-------+------------+-------+- ----------------------------------+------------ --------------------------+---------+-------+----- -+----------+-------------+
| id | select_type | table | partitions | type | possible_keys | key | key_len | ref | rows | filtered | extra |
+----+-----+-------+------------+-------+- ----------------------------------+------------ --------------------------+---------+-------+----- -+----------+-------------+
| 1 | DELETE | quote | NULL | range | QUOTE_CUSTOMER_ID_STORE_ID_IS_ACTIVE | QUOTE_CUSTOMER_ID_STORE_ID_IS_ACTIVE | 5 | const | 1 | 100.00 | Using where |
+----+-----+-------+------------+-------+- ----------------------------------+------------ --------------------------+---------+-------+----- -+----------+-------------+
1 row in set (0.00 sec)

MySQL [ecommerce_tl]> DELETE FROM `quote` WHERE `customer_id`=16256;
Query OK, 1 row affected (0.02 sec)


Now it work https://edumall.co.th/{code}
!Screenshot at 2020-06-03 20-17-09.png!",679344,82
118843,"From the code side, there are 2 magento core bugs here:

[https://github.com/magento/magento2/issues/6144]
 [https://github.com/magento/magento2/issues/24572]

Both are fixed through patches and will be applied during next deployment.",679344,1
118706,!screenshot-1.png|thumbnail!,679346,1
118863,Where is this information coming from? https://docs.google.com/spreadsheets/d/1EUZuxqgRM0jBbGd387pOCEyrh04h3dPG-n743KTVxeM/edit#gid=534198039,679346,1
118888,"For the screenshot, I've no clue.



[https://docs.google.com/spreadsheets/d/1EUZuxqgRM0jBbGd387pOCEyrh04h3dPG-n743KTVxeM/edit#gid=534198039]

For this link, we got this from the Customer service team. There reported that there are customers that purchased via online payment (credit card) successfully but did not get any confirmation email. I've heard that there might be an error in Bifrost queuing logic that could have an error if too many transactions were submitted at the same time. Another assumption is about our email system (Maybe it did not send or it sent but customer cannot get it).",679346,1
119018,"[~dsalamau], please check with logic (magento + bifrost), maybe ask Mage developers for help, we need to find the issue here and fix it.",679346,1
119069,"*Report:*

Start point: [bifrost_tl|[https://git.edumall.io/edumalltl/bifrost_tl]]
 
",679346,1
119088,"*Report:*
 # Set up bifrost_tl locally
 # Went through logic that sends emails to buyers
 # From code got info about furion email service [https://git.edumall.io/backend/furion]
 # Tried to get any logs from graylog [https://log.tsts.edumall.io/search] but nothing found
 # Asked DevOps Dmitrii to help me get logs from production server. We found that logs don't save to graylog from [https://git.edumall.io/backend/furion] server. According to this I created a task to set up saving logs correctly
 # We also found that [https://git.edumall.io/backend/furion] server uses Rabbit MQ, that hadn't been working until yesterday(06/08/2020)
 # So, I assume that when there were a lot of requests to the [https://git.edumall.io/backend/furion] server and RabbitMQ wasn't working some emails may had been failed

*Next Step:*

To follow up if there are any new complaints. Anything from 06/08/2020",679346,1
119124,[~dsalamau] I've added the list of customer who did not get a confirmation email in this file. (Sheet name: List of customer (No confirmation email) - 8JUN+),679346,1
119150,"*Report:*

I updated furion README [https://git.edumall.io/backend/furion/merge_requests/116]

I also synchronized master and develop branches because there were some direct commits to master and old commits to develop

With DevOps Dmitrii we connected to production furion database and checked each email in the list attached above:

*chavalit2499.h@gmail.com:*
 * CREATED_AT: 2020-05-17 06:50:03 UTC
 * STATUS: OPENED
 * OPENED_AT: 2020-05-17 06:52:16 UTC

*supparang_k@yahoo.com:*
 * CREATED_AT: 2020-06-04 06:39:34 UTC
 * STATUS: OPENED
 * OPENED_AT: 2020-06-04 10:09:43 UTC

*gangked@gmail.com:*
 * CREATED_AT: 2020-06-08 09:27:43 UTC
 * STATUS: SUCCESS
 * OPENED_AT: ** NIL

*noomza_sf@hotmail.com:*
 * CREATED_AT: 2020-06-09 10:37:23 UTC
 * STATUS: OPENED
 * OPENED_AT: 2020-06-09 11:29:29 UTC

*nattapat.chatis@gmail.com:*
 * CREATED_AT: 2020-06-09 09:15:00 UTC
 * STATUS: OPENED
 * OPENED_AT: 2020-06-09 09:18:36 UTC



It looks like all emails except the first one *chavalit2499.h@gmail.com* were delivered and opened by customers

I assume that the first email was sent before the RabbitMQ started

*Next Step:*

[~saran]Is it possible to recheck with the customers if they finally received the emails?",679346,1
119154,[~dsalamau] Sales team has already sent an email manually to the customer. I suppose we need to keep monitoring for more cases then or do you have any suggestion?,679346,1
119195,"[~saran]yes, please, let's keep monitoring the situation a few days. I'm going to add additional logging, so we could detect where emails are lost
",679346,1
119202,Noted [~dsalamau],679346,1
119203,"*Report:*

I added extra logging for sending emails using Slack and writing to db, so we could track each email failure

MR: [https://git.edumall.io/edumalltl/bifrost_tl/merge_requests/263/diffs]

I also asked [~ducla5] to update RabbitMQ credentials so we could try to use it in email sending process through */v2/emails/send* endpoint

*Next Step:*

Check the */v2/emails/send* enpoint

To monitore if there are any email sending failures",679346,1
119253,"*Report:*

According to [https://topicacompany.slack.com/archives/C5XUXFHCH/p1591941434001500] I made a fix to prevent sending error when blank receivers passed.

MR: [https://git.edumall.io/backend/furion/merge_requests/118/commits]

Also, I checked */v2/emails/send* and my conclusion not to use RabbitMQ for sending emails due to this is an overhead solution.

*Next Step:*

To monitor if there are any other sending errors

",679346,1
119308,"Noted, Let's monitor this issue for one week. I will keep you update if there is any error case.
If there is no error case by this Friday (19/06/2020), I believe we can close this issue.

[~dsalamau] Thank you.",679346,1
119364,"Ok, thank you",679346,1
119630,"[~dsalamau] I've updated you the list of customer who has an error. Please help me check the reason (Sheet name: List of customer - 9-19JUN)

[https://docs.google.com/spreadsheets/d/1EUZuxqgRM0jBbGd387pOCEyrh04h3dPG-n743KTVxeM/edit#gid=534198039]

",679346,1
119675,"*Report:*

I made a huge investigation on all Thai services available to me and detected every that could send failed emails.

I'm going to go through each one with fixing bugs, sending retries and logging errors to slack channel.

[~saran]

*Next Step:*

Add logging to each service

Add sending retries

Fix bugs if present",679346,1
119690,"*Report:*

Starting from [https://git.edumall.io/ecommerce/jackfruit_tl]

*Next Step:*

To start with [https://git.edumall.io/edumalltl/api-gateway]",679346,1
119692,"I'll keep monitoring and will inform if found any issues.

Thank you [~dsalamau]",679346,1
119695,"*Report:*

Added logging to [https://git.edumall.io/ecommerce/jackfruit_tl]

MR: [https://git.edumall.io/ecommerce/jackfruit_tl/merge_requests/93]

Starting with [https://git.edumall.io/edumalltl/api-gateway]

*Next Step:*

Double check if there are any other services send emails for COD

",679346,1
119699,"*Report:*

Added logging to [https://git.edumall.io/edumalltl/api-gateway]

Also moved Furion creds to env variables for both projects

MRs:

[https://git.edumall.io/ecommerce/jackfruit_tl/merge_requests/93/diffs]

[https://git.edumall.io/edumalltl/api-gateway/merge_requests/241/diffs]

*Next Step:*

Deploy everything
",679346,1
119700,"*Report:*

Started deploy for both services

[https://git.edumall.io/ecommerce/jackfruit_tl/merge_requests/94/diffs]

[https://git.edumall.io/edumalltl/api-gateway/merge_requests/242/commits]



*Next Step:*

Monitor errors

Check if connection creds are valid for [https://git.edumall.io/edumalltl/e-payment]",679346,1
119732,"*Report:*



As [https://env.edumall.io/#/envfile] was unavailable yesterday some env variables weren't saved correctly, so I coudln't test everything on production. I tested and fixed a little today.

MRs:

[https://git.edumall.io/edumalltl/bifrost_tl/merge_requests/271]

[https://git.edumall.io/ecommerce/jackfruit_tl/merge_requests/97/diffs]

[https://git.edumall.io/edumalltl/api-gateway/merge_requests/243/diffs]

I also checked credentials for [https://git.edumall.io/edumalltl/e-payment] and they are not valid. I asked [~saran] or [~ducla5] to provide an account with valid creds for smpt connections

*Next Step:*

Replace creds with the correct one when new account is provided

To monitor email sendings


",679346,1
119802,[~saran]Are there any emails failed from tomorrow?,679346,1
119825,"From Yesterday until now, we have 0 cases related to this issue. Let's update again next week to finalize the issue.
[~dsalamau]",679346,1
119836,"[~saran] Sure, thank you",679346,1
119924,"[~dsalamau] Until today, we did not find any case so I think we can close this ticket.

Thank you very much.",679346,1
118860,"[~saran] [~Yann]

Can you please describe this task, where we can see the issue and what is the end result here?",679350,1
118886,"There are two main type of lead (C3) shown in Minerva, c3_cod and c3_credit.

Another dimension is ""e-payment status"" which has 4 main status including incomplete, complete,failed,timeout.



Normally, c3_cod will have only one status which is ""incomplete""

Other status were created for c3_credit (for Online payment status).



However, I've found that there are some c3_cod leads that have ""incomplete"" status.



My question is what is the meaning of c3_cod with complete status?



",679350,1
119297,"Explored the code, looked for all pieces of code that could change e-payment status of c3_cod leads. Looked at Minerva and Marol. And found that such operations could be done in Marol, all other places doesn't seem to be related to it. Especially found update_payment_status method in app/controllers/contact_api_controller line 73. Third party services can change the type of the contactc3 by sending request to that action method passing the id and status of the contactc3 in parameters. If we send ""complete"" status for a contactc3 there will be a check for if there are other contactc3s with the same email, course_id, in case there are then all that contactc3s will have their statuses changed to ""completed"" and some of them may have type equal to c3_cod. That's what i managed to find",679350,1
119318,[~azat17] Do we know what is the third party service that you mentioned?,679350,1
119320,[~pornprapa] see the message above please,679350,1
119321,"[~saran] it's e-payment backend service, e-payment landing the ones i know so far

",679350,1
119323,"Is it the same e-payment service that we are currently using?

If yes, I believe it should not change the status of c3_cod since it is not the e-payment contact (c3_credit).

If no, what is it? where is it coming from?

[~azat17]",679350,1
119326,"[~saran] Yes, it's the same we are using now. Also i'm not fully sure if other landings may or may not send this request to change the status.

But what i've found now is that this ticket's behavior may appear when some contactc3's status is changed and at the same time there are other contactc3s which have the same course_id and email as that contactc3 which had its status changed and in that case their ( duplicated contacts)) statuses will also change.",679350,1
119328,"[~azat17] Any suggested solution to prevent this, I think it is not correct to have c3_cod with complete status in our database.",679350,1
119335,[~saran] we can add a clause in that request by which not to take duplicated contactc3 which have c3_cod type . Such way i can prevent status updating of c3_cod leads in that request and further see if we get any c3_cod with complete status or not.,679350,1
119337,"[~azat17] Sounds good.

However, please help me make sure it is not affecting other flow.",679350,1
119339,[~saran] I will not affect other flow. It mustn't do that,679350,1
119352,"As I discussed with [~azat17], I think this ticket is ready to deploy.

thank you.",679350,1
115615,"[~tuanlq] sorry i've messed up with project. Should i re-create this task, or can you do it here?",679353,374
115659,[~tuanlq] please give me the answer here :),679353,374
116157,"[~anhld5@topica.edu.vn] it's about set directly form un-use domain
",679353,1
116755,"[~Yann] [~anhld5@topica.edu.vn]

guys, I need this fix so much!!!

We are getting traffic to these pages, but they are uses! We need 301 redirect to homepage edumall.co.th!

!image-2020-04-23-15-07-45-505.png!",679353,374
116797,[~namdd3] let's finish this task,679353,1
116811,"[~ducla5] I have a question about this task:
Static domain is active why do we close domain? Then we 301 redirect to domain edumall.co.th",679353,1
116812,I removed static.edumall.co.th domain out of google indexing!,679353,1
116866,"[~namdd3] how did you do it?

I can still access this website.",679353,374
116867,"this website is used for static content of ETL. If we remove/disable it, all LDP's register forms will die.",679353,1
116871,"what solutions do we have?

I see one but it isn't the best solution: set up metatag ""noindex"" for every page there.
[https://support.google.com/webmasters/answer/93710?hl=en]

Then we can keep it open, but google will remove it from indexing.



But it's temporary solution because it's better to not have any excess sites or domains in SERPs.",679353,374
117325,"In the next phase, we should move all these resources to a center instance.",679353,1
118512,"[~ducla5] [~kirill]

Guys, please move this ticket in ETBA project (i have no permissions to do it)

Consider that I have added here one more domain: [http://welovelearning.asia/], [https://static.welovelearning.asia/].

It seems that something depends on this old systems, and we need to be accurate.",679353,374
118527,"wow, I've found out that we stopped to get traffic there since April 23-24. It's good but website still exists and has some traffic I guess.

!image-2020-05-27-14-42-10-910.png!


So let's do the same for welovelearning.asia and static.welovelearning.asia [~ducla5] [~kirill]",679353,374
118600,"[~leonov.rs@gmail.com]

I unfortunately don't understand what needs to be done for you.
These domains are available.
https://welovelearning.asia/
https://static.welovelearning.asia/",679353,82
118894,"[~khalezin.d] the same that you have done before with another old subdomains.

We need just remove it. Without redirects.",679353,374
119360,"|h3. welovelearning.asia - 128.199.224.213|

static.welovelearning.asia-128.199.224.213

Remove these domains from cloudflare

I tried to add robots.txt but due to many JS scripts I can't do it.

[~leonov.rs@gmail.com]",679353,82
119398,"[~khalezin.d] it's better to remove them. It's OK.



But I see that couple subdomains are left. Remove them too please:
??marol.welovelearning.asia??
??lp.welovelearning.asia??",679353,374
119433,"lp.welovelearning.asia CNAME - welovelearning.asia

Deleted

marol.welovelearning.asia - CNAME - ingress-gateway-kops5.edumall.co.th

Deleted

[~leonov.rs@gmail.com]",679353,82
119465,"Thanks [~khalezin.d]

Close the task please



",679353,374
118899,"We have third party service where this landing gets info from. For base url of this service is the same as this site. For example in production there is a request being made for this url [https://epayment.edumall.co.th/api/courses] to grab courses' info also there're some discount values ​​being returned from this request. I checked Meduza in case if it's that service but it isn't. Also reading the code i found that some part of the payment are being made in that service so i need to know it and look at it's code. In main.js at 200 the line there is a call to complete a payment.

!Screen Shot 2020-06-04 at 15.41.12.png!",679354,1
118902,"[~peerapat] can you please give info about the service from your screenshot ? What's the service and maybe you have a link to the repository? I guess it's the service where the requests mentioned above are being sent to

",679354,1
118908,"You can access below link:

[https://git.edumall.io/edumalltl/e-payment]

",679354,1
118915,"A few updates. Found that data of courses that the site receives are being taken from meduza. Also figured out that discount amount exists in that data. Also figured out that this [https://git.edumall.io/edumalltl/e-payment] java service gets parameters from lending to complete a payment and that params include Omise token and the rest of the payment process is handled by [e -payment|https://git.edumall.io/edumalltl/e-payment] service. All that we need to do is go send that discount to [e-payment|https://git.edumall.io/edumalltl/e-payment] service as an additional parameter and change the amount of the price considering that discount.

I have the following questions

1) Do we need to consider the total price from the lending or we should sum prices of all courses

2) Do we need to implement that discount functionality also for V3 folder is for website ? Right now it's only for V5",679354,1
118918,[~peerapat] should the discount from your screen be directly deducted from the price as a certain value or it's a percentage that should be deducted from the price ? In your screen it's 50. Does it mean that we should deduct 50 from the price ?,679354,1
118948,"[~peerapat] we also currently do not have discount information displayed on the page . I think we should display it somewhere, right? If so, can you please suggest where it should be. For example for chinesetoday-english.edumall.co.th it's 50. But user knows nothing about it on the assumption of UI

!Screen Shot 2020-06-05 at 13.19.19.png!
 ",679354,1
118963,"[~azat17]
The discount is in THB currency

Basically we set up the discount in the Medusa (lp.edumall.co.th)

the discount will work only when the customer choose to pay online (credit/debit card)



for example, original price is 2,799 THB

and we provide 65% discount on the ldp = 990 THB

and if customer select to pay online, the system should give extra 50 THB discount = 940 THB



!image-2020-06-05-16-19-15-250.png!",679354,1
118967,"[~pornprappa] thanks! But what about this 65% mentioned above ? Is it calculated in the code now or do you set the pre-calculated corresponding prices directly in dashboard? I mean 2,799 THB and 990 THB that you pointed above",679354,1
118968,[~pornprapa] do you know if staging version of landing e-payment ([http://edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/payment-option-v5.html|http:/ /edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/payment-option-v5.html?domain=testlandingpageit06.edumall.co.th&cid=5ea4069a450173000d000000&course_id=BC.hungdv2.test.01]) uses sandbox payments or it charges real payments? Has anyone used it before?,679354,1
118974,"[~azat17] about the price

!image-2020-06-05-17-27-19-411.png!",679354,1
118975,"[~azat17] normally in the staging is the sandbox payment, we use [https://www.omise.co/api-testing] to test",679354,1
119019,"[~pornprapa] [~saran] could someone generate such a link co.th&cid=5ea4069a450173000d000000&course_id=BC.hungdv2.test.01] with valid cid ?

I'm logging data related to e-payment service to system logs. And I need to perform that sanbdox payment and see all that data. Using the link above i'm getting the empty json from marol for that cid.

After i make that sandbox payment then i can see in logs the amount which's being sent to Omise service and compare it with data in Bifrost. But i can't generate a link to landing payment page with valid cid. Please help! Or i need an access to marol's staging database",679354,1
119021,[~Yann] [~ducla5] Could you please help provide the access (and support) as [~azat17] requested?,679354,1
119023,"{code:java}
MAROLTL_MONGODB_DB=maroltlstaging
MAROLTL_MONGODB_HOST_1=dbstaging2.edumall.io:27017
MAROLTL_MONGODB_USERNAME=maroltlstaging
MAROLTL_MONGODB_PASS=e445171ff837c50b268f87b873270795
{code}",679354,1
119044,"Got an access to Marol's staging database. Created Contactc3 and changed the prices and discount amounts for Landing testlandingpageit06.edumall.co.th for testing purposes. During that process faced validation errors due to some invalid parameters of my Contactc3, i fixed all that points. I logged data that's being sent to Omis, especially prices and afterwards compared them with data in Bifrost using Charge_id. All the data were relevant and the eventual charged price was the amount with discount deducted from the original price. But all the testing data including contactc3 were generated manually by me. See the last 5 screenshots. Need to get automatically generated link to e-payment page to test all that flow again.



!Screen Shot 2020-06-08 at 17.40.19.png!",679354,1
119166,"[~saran] [~pornprappa]

Guys please help to check this task as you would in prod. Because i don't know how to generate a link for landing page. I did it all directly in database and got my contact3 data such way

",679354,1
119229,"[~azat17] let use this domain:
{code:java}
https://testlandingpageit06.edumall.co.th
{code}",679354,1
119267,"[~ducla5] [~saran]

I did the payment using the link above given from Duc. The price of landing is 30, discount for credit payments is 5 then eventual amount should be 25. It all was correct, Here is what data i got



!image-2020-06-12-13-59-11-236.png!

!image-2020-06-12-13-59-26-230.png!

!image-2020-06-12-13-59-40-231.png!

!image-2020-06-12-14-00-36-510.png!



!image-2020-06-12-14-00-50-510.png!



!image-2020-06-12-14-01-02-051.png!



!image-2020-06-12-14-01-58-637.png!",679354,1
119313,"[~azat17] Awesome.

[~phatchaporn@topica.asia] Please provide an appropriate schedule to deploy and test this ticket (discount function) on Production.",679354,1
119317,[~azat17] I'll contact you via Slack for deploy time,679354,1
119366,"[~phatchaporn@topica.asia] made a payment and got an error which i couldn't replicate in staging. Need to get access to Omise dashboard and void this payment i.e made refund. [~Yann] please help us to get access to Omise



!image-2020-06-15-18-53-33-447.png!



!image-2020-06-15-18-53-48-261.png!

!image-2020-06-15-18-54-00-478.png!

",679354,1
119414,"I managed to find an issue which appeared yesterday after [~phatchaporn@topica.asia] made a payment. I haven't found any transactions related to [~phatchaporn@topica.asia]'s credit card. So i started to explore yesterday logs and after some investigation i found that the reason was because the initial amount became less that 25. And ultimately e-payment backend was returning an error



!image-2020-06-16-15-34-10-213.png!

!image-2020-06-16-15-34-20-737.png!





!image-2020-06-16-15-35-04-895.png!



!image-2020-06-16-15-35-12-090.png!



!image-2020-06-16-15-35-19-709.png!",679354,1
119485,"I have try to made a real payment and all cases was successfully completed and discount function went well. All the transaction that we made, recorded to Minerva/Bifrost and Omise.

+One more Request*+
 * Payment page: +different method will display the different price in the summary table+



Here's the step in each stage: for Combo course

!image-2020-06-17-16-25-13-273.png!

!image-2020-06-17-16-25-32-311.png!

!image-2020-06-17-16-25-43-077.png!

!image-2020-06-17-16-25-52-267.png!

!image-2020-06-17-16-26-00-095.png!

",679354,1
119550,[~phatchaporn@topica.asia] The last notes can be checked on production,679354,1
119569,"06/18/2020: Different methods display different final prices.

+*{color:#333333}1/ Single course{color}*+

{color:#333333}*Online Payment Method:* Success and correct number{color}

{color:#333333}!https://files.slack.com/files-pri/T026ZLPJU-F0160DKBEHF/image.png!{color}

2/ +*COD Method*+ **:**** +**+ Error display the discount credit in the summary table.
from the picture that I just sent,
Full price 2799
Discount 2699
final price: 100
It shouldn't show the discount credit 50THB
{color:#333333}!https://files.slack.com/files-pri/T026ZLPJU-F015N1S1MPD/image.png!{color}

For combo courses:

1/ Online payment method: Error display the final price

!https://files.slack.com/files-pri/T026ZLPJU-F01572WEN3Z/image.png!



2/ COD Method: error display in the summary table as it's not showing the final price

!https://files.slack.com/files-pri/T026ZLPJU-F016BKYBT6C/image.png!

!https://files.slack.com/files-pri/T026ZLPJU-F016BKYBT6C/image.png!",679354,1
119683,"Azat has fixed this issue and it's all set now.

Here are the details that he fixed.
 # lp.edumall.co.th > Discount credit function can use now. (The final price can't be under 25THB)
 # Payment page (Display Section) > Select different methods, display the different prices on the summary table.

Thank you so much for your support.

Toey



",679354,1
118788,"*Report:*

Dived into the task - everything is clear atm

Started working on online payment page

*Next Step:*

Finish with online payment page

Start working on COD payment page",679356,1
118826,"*Report:*

Finished with desktop and mobile online payment page.

*Next Step:*

Finish with desktop and mobile COD page.


 ",679356,1
118833,"*Report:*

Finished with desktop and mobile COD page.

*Next Step:*

testing",679356,1
118882,"[~dsalamau] here are some comments on the payment page

!payment page comments-01.png!",679356,1
118903,"*Report:*

All comments have been fixed
",679356,1
118905,Link to QA,679356,1
118941,"[~dsalamau]

!payment page comments 20200605.png!",679356,1
118959,"*Report:*

Made fix according to last comment.

[https://git.edumall.io/edumalltl/etl-epayment-gate/merge_requests/252]

*Next Step:*

QA",679356,1
118961,"[~dsalamau]

!payment page comments 20200605-02.png!",679356,1
118965,"*Report:*

Made fix from responsive numbers to exact 7 pixels

[https://git.edumall.io/edumalltl/etl-epayment-gate/merge_requests/253/diffs]

*Next Step:*

QA
",679356,1
119013,"*Report:*

Deployed to production


",679356,1
119155,Looks good on production [~dsalamau] [~kirill],679356,1
118673,"*Report:*

Finished with the website page.

*Next Step:*

Finish LDP page.",679357,1
118720,"*Report:*

Started with the LDP page


",679357,1
118727,"*Report:*

Finished with the LDP page.

*Next Step:*

testing",679357,1
118728,Please note that Thai lang is not supported by Roboto. [https://en.wikipedia.org/wiki/Roboto] (Language support section),679357,1
118785,"STAGING TEST LINKS:



website - [http://edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/v5/payment-success.html]

LDP - [http://edumalltl-etl-epayment-gate-web-staging.tsts.edumall.io/v3/payment-success.html]",679357,1
118940,!screenshot-1.png|thumbnail!,679357,1
119156,Looks good on production [~kirill] [~dsalamau],679357,1
118992,"* FPC has been fixed.
 * Added css minification and merging.
 * Reduced number of HTTP requests by JS bundling & merging. An advanced approach has been used. Bundle size is ~4.5 times smaller than with standard settings.
 * Some bugs fixed: css merging, inappropriate widgets initialization, jwplayer and others",679358,1
119162,"Thailand and Vietnam now have the same optimizations, but TH score is still lower then VN (~30 vs ~55). Let's see what the difference is and what needs to be done.

!85_2_th.png|thumbnail!!85_2_vn.png|thumbnail!
 # Remove yandex metrica or disable unused features. It occupies CPU for 3sec.
 # Figure out what is https://edumallth.api.useinsider.com/ins.js?id=10003632. It occupies CPU for 1sec.
 # Figure out why TTFB on TH is 2 times higher than on VN (400-600ms vs 180-300ms). I remember we had a similar problem on VN in the past [~khalezin.d]

||site||3rd party script||CPU Time||Script Evaluation||
|VN|[https://mc.yandex.ru/metrika/tag.js]|71 ms|57 ms|
|TH|[https://mc.yandex.ru/metrika/tag.js]|2,884 ms|2,312 ms|
|VN|https://edumall.api.useinsider.com/ins.js?id=10002141|398 ms|265 ms|
|TH|https://edumallth.api.useinsider.com/ins.js?id=10003632|1,009 ms|748 ms|

Summary: ins.js and ynadex metrica takes 4 seconds, which is 200% of time needed to process all javascript in magento.",679358,1
118612,"[~leonov.rs@gmail.com] Hello! Could you please check if this task is still actual? Because I have checked the [https://edumall.co.th/?gclid=Cj0KCQjwwr32BRD4ARIsAAJNf_0v-1II9JLlQa4e2ZSVL8s57RvaVzb5Hb4bcz-aIhHkEH6U78C2RR4aAu7GEALw_wcB]

and it seems that Edumall Thailand is set up",679359,1
118917,[~wasawat@topica.asia] I think I have done this task in these tickets https://jira.topica.vn/browse/ETBA-77 https://jira.topica.vn/servicedesk/customer/portal/201 /WEWORK-911,679359,1
118495,"[~azat17] please check this task.

Ask [~khalezin.d] about the ETL SSO repo. I think it uses the same repo as EVN, but the different branch, so we what we need to do here:

* Apply fixes from EVN SSO to ETL SSO
* Check Sentry for ETL SSO issues just in case

thanks.",679361,1
118545,[~ducla5] After registration and login user get's redirected to marketplace (magento). It can be checked,679361,1
117497,"[~ducla5], this one looks very easy but can do it right now at the moment, please see if the local team can handle it.",679364,1
117754,Just moved this task to ETL project,679364,1
